P0, T0, V0, sigmaKsi, sigmaTau, sigma, Beta, Delta
0.349026, 69.9979, 0.0600105, 0.171834, 53.4693, 0.21849, 0.000146805, 0.499873, -2.99905, -1.99883, -1.00021, 
0.353641, 70.0027, 0.0590355, 0.190496, 35.3259, 0.0715487, 5.66595e-05, 0.498527, -3.00039, -1.99964, -1.00142, 
0.359736, 70.0106, 0.0589047, 0.168996, 69.303, 0.0353221, 0.0034209, 0.49997, -2.9967, -2.00441, -1.00062, 
0.36247, 70.0092, 0.0571536, 0.136523, 56.5063, 0.0279721, -0.00252052, 0.502106, -2.99794, -2.00449, -0.998455, 
0.371326, 70.0062, 0.0570781, 0.110366, 62.7584, 0.014513, -0.00295563, 0.502016, -3.00377, -2.00404, -0.999651, 
0.372894, 70.0051, 0.0567529, 0.0896329, 50.4648, 0.0101065, -0.00449879, 0.503118, -2.99866, -2.00376, -0.998656, 
0.377516, 70.0046, 0.0566243, 0.0834605, 48.768, 0.00488339, -0.00561603, 0.50398, -2.9966, -2.00736, -0.995193, 
0.383316, 70.0077, 0.0575686, 0.101397, 50.8811, 0.00161711, -0.00889068, 0.502914, -2.99867, -2.00725, -0.992384, 
0.387313, 70.0134, 0.0590114, 0.0940237, 43.8113, 0.00120929, -0.00789083, 0.49887, -2.99397, -2.00623, -0.99443, 
0.390747, 70.0181, 0.0598704, 0.0942545, 43.9477, 0.000984169, -0.00875385, 0.500617, -2.99492, -2.00962, -0.993465, 
0.392905, 70.017, 0.0605071, 0.0961346, 43.456, 0.000780688, -0.00938382, 0.49864, -2.98949, -2.01051, -0.997296, 
0.39583, 70.0142, 0.0602658, 0.0953411, 33.1087, 0.000628354, -0.0088344, 0.501277, -2.98825, -2.01213, -1.00434, 
0.397216, 70.0141, 0.0604014, 0.0970416, 33.9187, 0.000495217, -0.00969784, 0.497951, -2.98332, -2.01541, -1.00988, 
0.396957, 70.0155, 0.0604148, 0.096064, 29.9389, 0.000434076, -0.00947218, 0.497406, -2.97836, -2.01453, -1.01092, 
0.397666, 70.0086, 0.0603605, 0.0966416, 30.2843, 0.000393578, -0.0121916, 0.500216, -2.97725, -2.01707, -1.01175, 
0.399781, 70.0076, 0.0604504, 0.0926518, 28.2984, 0.000337672, -0.0132541, 0.499311, -2.9734, -2.02097, -1.01465, 
0.400652, 70.0094, 0.0599364, 0.0897345, 31.9223, 0.000317475, -0.0165448, 0.498926, -2.97056, -2.02328, -1.01408, 
0.401248, 70.0134, 0.0598658, 0.0927901, 31.0308, 0.00029083, -0.0172671, 0.501757, -2.96793, -2.02214, -1.01722, 
0.401035, 70.0209, 0.0602516, 0.0941142, 31.2446, 0.000269393, -0.0211459, 0.49744, -2.96636, -2.02523, -1.0184, 
0.401937, 70.021, 0.0600829, 0.100535, 31.0491, 0.000254206, -0.0212981, 0.499958, -2.96402, -2.02782, -1.01769, 
