P0, T0, V0, sigmaKsi, sigmaTau, sigma, 
0.486179, 70.0351, -0.0078299, 0.0275796, 0.00324095, 0.0321518, 
0.485982, 70.035, -0.00759796, 0.0275758, 0.00324313, 0.03212, 
0.485793, 70.035, -0.00723313, 0.0275635, 0.00324608, 0.0320582, 
0.485918, 70.0354, -0.00680973, 0.0275816, 0.00324888, 0.0320259, 
0.486038, 70.0354, -0.00632792, 0.027601, 0.00325218, 0.0319869, 
0.486132, 70.0349, -0.00600466, 0.0276516, 0.00325545, 0.0319497, 
0.486396, 70.0346, -0.00581431, 0.0277083, 0.00325923, 0.0319551, 
0.486651, 70.0343, -0.00573459, 0.0277812, 0.00326379, 0.0319591, 
0.486895, 70.0342, -0.00565153, 0.0278688, 0.00326855, 0.0320169, 
0.486823, 70.0335, -0.00568605, 0.0279403, 0.00327253, 0.032053, 
0.486753, 70.0326, -0.00587234, 0.028007, 0.00327601, 0.032044, 
0.486583, 70.0314, -0.00610545, 0.028081, 0.00327905, 0.0320002, 
0.48563, 70.0303, -0.00647182, 0.0281893, 0.00328283, 0.0320181, 
0.484458, 70.0292, -0.00675548, 0.028273, 0.00328549, 0.032069, 
0.483878, 70.0282, -0.00695391, 0.0283781, 0.00328856, 0.0320747, 
0.483523, 70.0272, -0.00736951, 0.0284926, 0.00329194, 0.0320193, 
0.483295, 70.0264, -0.00764016, 0.0286081, 0.00329451, 0.0319411, 
0.483248, 70.0252, -0.00809459, 0.0287314, 0.00329669, 0.0318969, 
0.483203, 70.0244, -0.00853991, 0.0288537, 0.00329885, 0.0318388, 
0.48316, 70.0237, -0.00923868, 0.0289593, 0.0033011, 0.0317913, 
0.482971, 70.0233, -0.00967406, 0.0290345, 0.00330322, 0.0317383, 
0.482195, 70.0234, -0.0102874, 0.0291224, 0.00330561, 0.031734, 
0.481533, 70.0235, -0.0110561, 0.0291949, 0.00330848, 0.0316951, 
0.480973, 70.0234, -0.0114972, 0.0292599, 0.00331105, 0.0316519, 
0.480611, 70.0236, -0.0118553, 0.0293271, 0.00331376, 0.0315863, 
0.480306, 70.0238, -0.0123418, 0.029413, 0.00331543, 0.0315525, 
0.48047, 70.0235, -0.0125928, 0.0294968, 0.00331638, 0.0316171, 
0.48028, 70.0234, -0.0128214, 0.0295942, 0.0033175, 0.0316589, 
0.480259, 70.0232, -0.0131407, 0.0296856, 0.00331858, 0.0316796, 
0.480357, 70.023, -0.0130841, 0.0297994, 0.00331984, 0.0317105, 
0.480121, 70.0228, -0.01289, 0.0299197, 0.00332092, 0.0317204, 
0.480373, 70.0223, -0.0125257, 0.0300496, 0.00332197, 0.0317479, 
0.480695, 70.0223, -0.0122021, 0.0301601, 0.0033222, 0.0317449, 
0.481385, 70.0227, -0.011916, 0.0302869, 0.00332167, 0.0317451, 
0.482123, 70.0229, -0.0116748, 0.0304141, 0.00332163, 0.0317712, 
0.482539, 70.0239, -0.0113653, 0.030513, 0.00332136, 0.031738, 
0.482994, 70.0248, -0.0107206, 0.0306401, 0.00332142, 0.0317214, 
0.483446, 70.0258, -0.00996767, 0.0307352, 0.00332149, 0.0316582, 
0.483881, 70.027, -0.00909761, 0.0308577, 0.00332192, 0.0316179, 
0.484717, 70.0281, -0.00810812, 0.0309489, 0.00332251, 0.0316267, 
0.485523, 70.0295, -0.00698124, 0.0310228, 0.00332322, 0.0316307, 
0.485822, 70.0311, -0.00598568, 0.0310821, 0.00332476, 0.0316238, 
0.48588, 70.0327, -0.00538761, 0.03114, 0.00332707, 0.0316432, 
0.485837, 70.0339, -0.00511492, 0.0312043, 0.00332921, 0.0316121, 
0.485639, 70.0347, -0.0049515, 0.0313007, 0.00333068, 0.0315988, 
0.486014, 70.0355, -0.00473269, 0.0313839, 0.00333181, 0.0316153, 
0.486375, 70.0361, -0.00448266, 0.0314751, 0.0033335, 0.0316291, 
0.486431, 70.0364, -0.00405297, 0.0315764, 0.00333483, 0.0316259, 
0.48681, 70.037, -0.00374751, 0.0316627, 0.00333651, 0.0316524, 
0.486863, 70.0372, -0.00334092, 0.0317849, 0.00333798, 0.0316819, 
0.486914, 70.037, -0.00294211, 0.0319254, 0.00333968, 0.0316844, 
0.486932, 70.0371, -0.00261009, 0.0320559, 0.00334156, 0.0316301, 
0.487006, 70.0369, -0.00198225, 0.0321999, 0.00334384, 0.0316075, 
0.486635, 70.0367, -0.00146221, 0.0323865, 0.00334591, 0.0315811, 
0.486686, 70.0367, -0.000902276, 0.0325919, 0.00334771, 0.0315807, 
0.486863, 70.0367, -8.47287e-05, 0.0327957, 0.00335007, 0.0316139, 
0.486938, 70.0365, 0.0005818, 0.0329921, 0.00335225, 0.0316731, 
0.487011, 70.0363, 0.0010644, 0.0331969, 0.0033547, 0.031709, 
0.486723, 70.0367, 0.00181786, 0.033423, 0.00335616, 0.0318371, 
0.486321, 70.0375, 0.00251329, 0.0336662, 0.0033577, 0.0319103, 
0.486103, 70.0381, 0.00327288, 0.0339087, 0.00335844, 0.031997, 
0.485864, 70.039, 0.0040816, 0.0341202, 0.00335825, 0.0320726, 
0.485632, 70.0399, 0.00457008, 0.0343189, 0.00335922, 0.0321175, 
0.485789, 70.0411, 0.0048834, 0.034452, 0.00336092, 0.0321535, 
0.485941, 70.0422, 0.00489963, 0.0346066, 0.00336354, 0.0321915, 
0.485891, 70.0434, 0.00469397, 0.0347472, 0.00336688, 0.0322575, 
0.485574, 70.0444, 0.0048167, 0.0348948, 0.00337061, 0.0323463, 
0.48501, 70.0451, 0.00518652, 0.0350265, 0.00337355, 0.0324628, 
0.484494, 70.0461, 0.00553359, 0.0351172, 0.00337731, 0.0326086, 
0.483919, 70.0465, 0.00588833, 0.0352185, 0.00338089, 0.0326628, 
0.483248, 70.0467, 0.00611668, 0.0352831, 0.00338534, 0.032718, 
0.482989, 70.0469, 0.00637723, 0.0353206, 0.00338962, 0.0327586, 
0.482739, 70.0473, 0.00667645, 0.0353446, 0.0033942, 0.0327722, 
0.482655, 70.0478, 0.00693899, 0.0353929, 0.00339818, 0.0328212, 
0.482952, 70.0482, 0.0068442, 0.0354421, 0.00340269, 0.0328704, 
0.48324, 70.0485, 0.00693217, 0.0355101, 0.00340699, 0.0329428, 
0.483302, 70.0484, 0.00689433, 0.0355754, 0.00341102, 0.0330378, 
0.483358, 70.0479, 0.00686365, 0.035647, 0.00341487, 0.0331039, 
0.483591, 70.047, 0.00668578, 0.0357021, 0.00341775, 0.033218, 
0.483258, 70.0468, 0.00663087, 0.0357535, 0.00342028, 0.03325, 
0.482761, 70.0465, 0.0064186, 0.0357557, 0.00342275, 0.0332666, 
0.482567, 70.0465, 0.00621958, 0.0357411, 0.00342446, 0.0332785, 
0.482364, 70.0466, 0.00586585, 0.035711, 0.00342627, 0.0332832, 
0.482527, 70.0463, 0.00558298, 0.0357091, 0.00342783, 0.0332943, 
0.482911, 70.0456, 0.00527268, 0.0357242, 0.0034298, 0.0334112, 
0.4828, 70.0445, 0.00499958, 0.0357244, 0.00343187, 0.0334017, 
0.482832, 70.0432, 0.00460543, 0.0357244, 0.00343386, 0.033482, 
0.482733, 70.0426, 0.003802, 0.0357319, 0.00343502, 0.0335644, 
0.482335, 70.042, 0.00320433, 0.0357709, 0.00343567, 0.0335994, 
0.481949, 70.0412, 0.00225057, 0.0358004, 0.00343657, 0.0336797, 
0.481564, 70.0399, 0.00147421, 0.0358426, 0.00343743, 0.0337498, 
0.481192, 70.039, 0.000900514, 0.0358836, 0.00343804, 0.0338119, 
0.480687, 70.0382, 0.000257435, 0.0359466, 0.00343791, 0.0337348, 
0.480094, 70.0373, -0.000142471, 0.0360147, 0.00343843, 0.033656, 
0.47922, 70.0366, -0.000275898, 0.0361041, 0.0034381, 0.0336373, 
0.478375, 70.0362, -0.000744515, 0.0361749, 0.00343755, 0.0336568, 
0.477828, 70.0354, -0.0013984, 0.0362201, 0.00343627, 0.0335791, 
0.477481, 70.0346, -0.00178962, 0.0362559, 0.00343464, 0.0334771, 
0.477306, 70.0336, -0.00193533, 0.0363104, 0.00343338, 0.0334259, 
0.477136, 70.0331, -0.00209351, 0.036367, 0.00343262, 0.0333897, 
0.476966, 70.0324, -0.00203313, 0.0364281, 0.00343225, 0.0333701, 
0.476824, 70.0313, -0.00202549, 0.0364907, 0.00343213, 0.0333867, 
0.476686, 70.0301, -0.00209603, 0.0365835, 0.00343175, 0.0333884, 
0.476295, 70.029, -0.00190628, 0.0366909, 0.00343204, 0.0334306, 
0.476378, 70.0285, -0.00194755, 0.0367697, 0.00343216, 0.0334616, 
0.476675, 70.0279, -0.00233694, 0.0368649, 0.00343243, 0.0334327, 
0.477079, 70.0273, -0.00291259, 0.0369606, 0.00343259, 0.0334619, 
0.477598, 70.0272, -0.00376055, 0.037038, 0.00343316, 0.0334353, 
0.478101, 70.0269, -0.0043153, 0.0370993, 0.00343296, 0.0335263, 
0.478058, 70.0267, -0.00490221, 0.0371738, 0.00343265, 0.0336175, 
0.477708, 70.0266, -0.00553778, 0.0372661, 0.00343212, 0.0336888, 
0.477369, 70.0267, -0.00610612, 0.0373467, 0.00343263, 0.03376, 
0.47704, 70.0263, -0.00644852, 0.0374374, 0.0034339, 0.0338427, 
0.476896, 70.0261, -0.0067945, 0.0375532, 0.00343509, 0.0338521, 
0.476806, 70.0259, -0.00715233, 0.0376778, 0.00343641, 0.0338333, 
0.476786, 70.0256, -0.00758406, 0.0377954, 0.003437, 0.0338719, 
0.476972, 70.0254, -0.00837281, 0.0379406, 0.00343839, 0.03389, 
0.477204, 70.0253, -0.00919821, 0.0380797, 0.00343943, 0.0338773, 
0.477289, 70.0255, -0.00979983, 0.0382157, 0.0034398, 0.0339038, 
0.477372, 70.0256, -0.0104067, 0.0383218, 0.00343997, 0.0338889, 
0.477793, 70.0257, -0.0110188, 0.0384008, 0.00344028, 0.0338929, 
0.478038, 70.0263, -0.0115531, 0.03846, 0.0034408, 0.0338915, 
0.478457, 70.027, -0.0121048, 0.0385116, 0.00344102, 0.0338662, 
0.47892, 70.0276, -0.0125444, 0.0385856, 0.00344134, 0.0338245, 
0.479459, 70.0284, -0.0129775, 0.0386699, 0.00344197, 0.0338053, 
0.479691, 70.0293, -0.0132222, 0.0387469, 0.00344246, 0.033739, 
0.479917, 70.0301, -0.0133168, 0.0387831, 0.0034429, 0.0336654, 
0.480159, 70.0309, -0.0134798, 0.0388061, 0.00344311, 0.033607, 
0.480651, 70.0319, -0.013882, 0.0388362, 0.00344309, 0.0335596, 
0.48102, 70.0331, -0.0144774, 0.0388984, 0.00344311, 0.0335254, 
0.481378, 70.0339, -0.014803, 0.0389649, 0.00344404, 0.033481, 
0.481724, 70.0346, -0.0149089, 0.0390464, 0.00344454, 0.0334346, 
0.482061, 70.0355, -0.0147217, 0.0391337, 0.00344577, 0.0333828, 
0.482288, 70.0363, -0.0144463, 0.0392454, 0.00344751, 0.0334241, 
0.482807, 70.0372, -0.0139308, 0.0393853, 0.00344972, 0.0335553, 
0.483564, 70.0381, -0.013485, 0.0395357, 0.00345195, 0.0336691, 
0.484112, 70.0387, -0.0129372, 0.0397022, 0.00345392, 0.0337622, 
0.484574, 70.0394, -0.0126341, 0.0398605, 0.0034558, 0.0338476, 
0.485106, 70.0402, -0.0123977, 0.0399899, 0.00345716, 0.0339192, 
0.485623, 70.0408, -0.0124256, 0.0401236, 0.00345778, 0.0340457, 
0.485708, 70.0412, -0.0123799, 0.0402294, 0.00345838, 0.0341642, 
0.485654, 70.042, -0.0122816, 0.0403508, 0.00345953, 0.0342931, 
0.485332, 70.0427, -0.0121831, 0.0404847, 0.00346112, 0.0344981, 
0.48502, 70.0432, -0.0119175, 0.0406248, 0.00346193, 0.034623, 
0.484716, 70.0435, -0.0118684, 0.0407632, 0.00346157, 0.0346369, 
0.484579, 70.0442, -0.0118362, 0.0409179, 0.00346124, 0.0346688, 
0.484731, 70.0446, -0.0116357, 0.0410972, 0.00346214, 0.0346921, 
0.484451, 70.0447, -0.0115063, 0.0412416, 0.00346379, 0.034713, 
0.484152, 70.0446, -0.0112459, 0.0413864, 0.00346484, 0.0347366, 
0.483862, 70.0445, -0.0109196, 0.0415318, 0.00346586, 0.0347073, 
0.48358, 70.0441, -0.0106093, 0.041656, 0.00346664, 0.0346772, 
0.483056, 70.0438, -0.0102724, 0.0418228, 0.00346718, 0.034662, 
0.482736, 70.0435, -0.00995354, 0.0420089, 0.00346819, 0.0346255, 
0.48228, 70.0432, -0.00961796, 0.0422047, 0.00346897, 0.0346021, 
0.481783, 70.0431, -0.00942757, 0.0423753, 0.00346907, 0.0346506, 
0.481203, 70.0431, -0.00920203, 0.0425473, 0.00346928, 0.0347572, 
0.480866, 70.0426, -0.00883871, 0.0427456, 0.00346882, 0.0349095, 
0.480359, 70.0422, -0.00863786, 0.0429515, 0.00346923, 0.0350423, 
0.479673, 70.0418, -0.00827025, 0.0431513, 0.00346982, 0.0352514, 
0.479019, 70.0412, -0.0079882, 0.0433629, 0.00347154, 0.0354522, 
0.478267, 70.0404, -0.00758517, 0.043552, 0.00347282, 0.0357296, 
0.477584, 70.04, -0.00734334, 0.043719, 0.00347521, 0.0359554, 
0.476921, 70.0397, -0.00699076, 0.0438595, 0.00347766, 0.0360638, 
0.476417, 70.0392, -0.00669511, 0.0439682, 0.00348021, 0.0360571, 
0.476182, 70.0385, -0.00642553, 0.0440722, 0.00348287, 0.0359902, 
0.476001, 70.0375, -0.00613346, 0.0441724, 0.00348521, 0.0359179, 
0.475788, 70.0369, -0.00586669, 0.0442308, 0.00348783, 0.0358385, 
0.475479, 70.0364, -0.00552085, 0.0443244, 0.00348975, 0.0357735, 
0.475179, 70.0362, -0.00518153, 0.0444341, 0.00349074, 0.0357233, 
0.474861, 70.0357, -0.00495024, 0.0445191, 0.00349229, 0.0356694, 
0.474552, 70.0355, -0.00464439, 0.044607, 0.00349433, 0.0356942, 
0.474101, 70.0355, -0.00402993, 0.0447176, 0.00349624, 0.0357263, 
0.474133, 70.0354, -0.00342015, 0.0448171, 0.00349806, 0.0357352, 
0.47407, 70.0351, -0.00263217, 0.0449175, 0.00349922, 0.0357204, 
0.474287, 70.0346, -0.00188875, 0.0450239, 0.0035003, 0.0357277, 
0.474498, 70.034, -0.00117415, 0.0451319, 0.00350224, 0.0357262, 
0.474756, 70.0335, -0.000361908, 0.0452443, 0.00350474, 0.0357302, 
0.475023, 70.0329, 0.000541496, 0.0453827, 0.0035072, 0.035736, 
0.475345, 70.0324, 0.00131535, 0.0455118, 0.0035097, 0.0357448, 
0.475327, 70.0317, 0.00216188, 0.0456525, 0.00351159, 0.0357669, 
0.475203, 70.0316, 0.00298093, 0.0458232, 0.00351397, 0.0357624, 
0.475082, 70.0308, 0.00373192, 0.0459725, 0.00351623, 0.0357237, 
0.474747, 70.0299, 0.00447313, 0.0461327, 0.00351815, 0.0357086, 
0.474249, 70.0288, 0.00513356, 0.0463238, 0.00352068, 0.035703, 
0.473956, 70.0278, 0.00553014, 0.0465228, 0.00352283, 0.0356733, 
0.473703, 70.0273, 0.00592975, 0.046736, 0.00352443, 0.0356645, 
0.473457, 70.0267, 0.00624071, 0.0469505, 0.00352632, 0.0356497, 
0.47285, 70.0259, 0.00655581, 0.047168, 0.00352827, 0.0356579, 
0.4719, 70.025, 0.006917, 0.0473726, 0.0035297, 0.0356999, 
0.471066, 70.0243, 0.0071012, 0.0475781, 0.0035311, 0.03576, 
0.470128, 70.024, 0.00738601, 0.0477727, 0.00353166, 0.0358558, 
0.469547, 70.0237, 0.00778992, 0.0479569, 0.00353241, 0.035873, 
0.469113, 70.0232, 0.00799861, 0.0481515, 0.00353313, 0.0358716, 
0.469151, 70.0228, 0.00832786, 0.048313, 0.00353451, 0.0358353, 
0.469029, 70.0219, 0.00856778, 0.0484794, 0.00353583, 0.0358262, 
0.468514, 70.0208, 0.00871732, 0.0486579, 0.00353694, 0.0358984, 
0.468193, 70.0197, 0.00888737, 0.048837, 0.00353827, 0.0359514, 
0.467882, 70.0183, 0.00905424, 0.0490055, 0.00353911, 0.0359967, 
0.467639, 70.0169, 0.00922395, 0.04915, 0.00353991, 0.0360858, 
0.467386, 70.0156, 0.00934809, 0.0493173, 0.00354088, 0.0362051, 
0.467493, 70.0144, 0.00933743, 0.0494886, 0.00354257, 0.0363402, 
0.467673, 70.0131, 0.00932807, 0.0496804, 0.00354401, 0.036543, 
0.467847, 70.0122, 0.00923106, 0.0498944, 0.00354593, 0.0367957, 
0.46777, 70.0113, 0.00938445, 0.0500995, 0.00354755, 0.0369296, 
0.467568, 70.0106, 0.00952837, 0.0502989, 0.00354906, 0.0370545, 
0.467628, 70.0098, 0.00974791, 0.0505174, 0.00355114, 0.0371676, 
0.468039, 70.0089, 0.00988603, 0.0507461, 0.00355338, 0.0372502, 
0.468498, 70.0082, 0.00986356, 0.0509661, 0.00355568, 0.0373236, 
0.469158, 70.0076, 0.00987667, 0.0511893, 0.00355826, 0.0373974, 
0.469791, 70.0069, 0.00989001, 0.0513845, 0.00356079, 0.037511, 
0.470408, 70.0063, 0.0101525, 0.0515764, 0.00356279, 0.0376703, 
0.470999, 70.0057, 0.0103882, 0.0517752, 0.00356403, 0.0378382, 
0.471308, 70.0048, 0.0106213, 0.0519945, 0.00356494, 0.0379375, 
0.471609, 70.004, 0.0107891, 0.0522014, 0.00356627, 0.038069, 
0.471804, 70.0032, 0.0108193, 0.0523964, 0.00356771, 0.0380856, 
0.471778, 70.0028, 0.0108002, 0.0525762, 0.00356878, 0.0380809, 
0.47171, 70.0024, 0.0106654, 0.0527506, 0.00357009, 0.0380721, 
0.471575, 70.0023, 0.0105084, 0.0529171, 0.00357172, 0.0380393, 
0.471291, 70.0021, 0.0104544, 0.0530925, 0.00357344, 0.0380145, 
0.470793, 70.0018, 0.0103908, 0.0532871, 0.00357483, 0.037961, 
0.47021, 70.0014, 0.0104486, 0.0534773, 0.00357606, 0.0379617, 
0.469643, 70.0012, 0.0102715, 0.0536649, 0.00357736, 0.0379153, 
0.469758, 70.001, 0.010364, 0.0538554, 0.00357885, 0.0378704, 
0.469767, 70.0008, 0.0103674, 0.0540587, 0.00358062, 0.0378462, 
0.469776, 70.0005, 0.0104059, 0.0542349, 0.00358288, 0.0378524, 
0.469747, 70.0003, 0.0104925, 0.0543811, 0.00358477, 0.0378229, 
0.469386, 70.0005, 0.0103774, 0.0545202, 0.00358619, 0.0378107, 
0.469244, 70.0007, 0.0102694, 0.0546676, 0.00358754, 0.0378216, 
0.469229, 70.0011, 0.0102279, 0.0548372, 0.00358938, 0.0378487, 
0.469518, 70.0016, 0.0102875, 0.0549768, 0.00359188, 0.0379095, 
0.469492, 70.0021, 0.0104292, 0.0551299, 0.00359451, 0.0379565, 
0.469536, 70.0028, 0.0107012, 0.055305, 0.00359691, 0.0379368, 
0.469398, 70.0036, 0.0109694, 0.0554857, 0.00359904, 0.037915, 
0.46898, 70.0043, 0.01113, 0.0556586, 0.00360131, 0.0379166, 
0.468574, 70.0047, 0.0111836, 0.0558399, 0.00360321, 0.0379257, 
0.468178, 70.0053, 0.0111652, 0.0559849, 0.00360432, 0.0379408, 
0.467542, 70.0061, 0.0108985, 0.0561171, 0.00360505, 0.0380154, 
0.467119, 70.007, 0.0105986, 0.0562547, 0.00360588, 0.0380911, 
0.466708, 70.0077, 0.0103283, 0.0564065, 0.00360747, 0.0381676, 
0.466307, 70.0082, 0.010217, 0.0565658, 0.00360892, 0.0382, 
0.465917, 70.009, 0.0100255, 0.0567137, 0.00361013, 0.0382565, 
0.465766, 70.0098, 0.00980733, 0.0568653, 0.00361095, 0.0382827, 
0.465771, 70.0109, 0.00957785, 0.0570215, 0.00361177, 0.0382864, 
0.465546, 70.0118, 0.00918845, 0.0572039, 0.00361287, 0.0383271, 
0.465328, 70.0128, 0.00866446, 0.0573509, 0.00361458, 0.0383517, 
0.465114, 70.014, 0.0082095, 0.0574989, 0.00361553, 0.0384004, 
0.46442, 70.0151, 0.0077215, 0.0576253, 0.00361636, 0.0385747, 
0.463965, 70.0163, 0.00746707, 0.0577424, 0.00361763, 0.0386826, 
0.463522, 70.0175, 0.00736451, 0.0578752, 0.0036186, 0.0387983, 
0.46309, 70.0187, 0.00734344, 0.0580105, 0.0036189, 0.0389449, 
0.462802, 70.02, 0.00729715, 0.0581555, 0.00361922, 0.0390711, 
0.462734, 70.0213, 0.00743449, 0.0583098, 0.00361987, 0.0392218, 
0.462667, 70.0221, 0.00752089, 0.0584516, 0.00362074, 0.0393365, 
0.462621, 70.0227, 0.00761978, 0.0585728, 0.00362217, 0.0394375, 
0.46295, 70.0232, 0.00738605, 0.0587185, 0.00362313, 0.039541, 
0.463369, 70.0235, 0.00713912, 0.0588779, 0.00362453, 0.0396, 
0.463624, 70.0238, 0.00679228, 0.0590262, 0.00362608, 0.0397826, 
0.464046, 70.0241, 0.00633727, 0.0591467, 0.00362733, 0.0398248, 
0.464473, 70.0244, 0.00573213, 0.059278, 0.00362809, 0.0398558, 
0.465026, 70.0249, 0.00495421, 0.0593952, 0.00362874, 0.0398485, 
0.465504, 70.0257, 0.00412857, 0.0595267, 0.00363011, 0.0398861, 
0.465814, 70.0265, 0.00321296, 0.0596739, 0.00363115, 0.0399418, 
0.46582, 70.0273, 0.00217128, 0.0598362, 0.00363239, 0.0399651, 
0.465887, 70.0277, 0.00134022, 0.059994, 0.00363329, 0.0400593, 
0.465952, 70.0278, 0.000463995, 0.0601388, 0.00363431, 0.0401158, 
0.466016, 70.0275, -0.000197011, 0.0602843, 0.00363525, 0.0401447, 
0.466027, 70.0271, -0.000741548, 0.0604132, 0.00363644, 0.0401692, 
0.466198, 70.0265, -0.00125803, 0.0605147, 0.00363791, 0.0401901, 
0.466294, 70.0259, -0.0017631, 0.060647, 0.00363928, 0.0402739, 
0.466227, 70.0251, -0.00208418, 0.0607852, 0.00364052, 0.0403006, 
0.46606, 70.0247, -0.00247743, 0.0608967, 0.00364159, 0.0402468, 
0.466421, 70.0241, -0.00267943, 0.0609985, 0.00364218, 0.0402452, 
0.46715, 70.0237, -0.00289273, 0.0611171, 0.00364242, 0.040272, 
0.467735, 70.0234, -0.00300096, 0.0612329, 0.00364247, 0.040271, 
0.468306, 70.0231, -0.00310292, 0.0613491, 0.00364234, 0.0402776, 
0.468719, 70.0229, -0.00306001, 0.0614651, 0.00364148, 0.0402413, 
0.469122, 70.023, -0.00301633, 0.0615587, 0.00364041, 0.0402292, 
0.469717, 70.023, -0.00296202, 0.0616488, 0.00363912, 0.0402668, 
0.47019, 70.0231, -0.00295255, 0.0617481, 0.0036371, 0.0402694, 
0.470729, 70.0237, -0.00285688, 0.0618181, 0.00363533, 0.0402748, 
0.471256, 70.0244, -0.00297009, 0.0619034, 0.00363316, 0.0402803, 
0.471792, 70.0254, -0.00311297, 0.0620135, 0.0036307, 0.0402578, 
0.472342, 70.0268, -0.00335755, 0.0621334, 0.00362816, 0.0402523, 
0.4728, 70.0282, -0.00351188, 0.0622339, 0.00362556, 0.0402332, 
0.473163, 70.0294, -0.00340439, 0.0623352, 0.00362273, 0.0402354, 
0.473378, 70.0306, -0.00305344, 0.0624476, 0.00362066, 0.0402203, 
0.47356, 70.0319, -0.00268509, 0.0625451, 0.00361833, 0.0402315, 
0.47377, 70.0332, -0.00239773, 0.0626287, 0.00361616, 0.0402407, 
0.474169, 70.0342, -0.00227599, 0.0627501, 0.00361395, 0.0402176, 
0.474148, 70.0353, -0.00215391, 0.0628508, 0.00361209, 0.0402182, 
0.473905, 70.0364, -0.00213071, 0.0629362, 0.00361059, 0.0402496, 
0.473635, 70.0375, -0.00242318, 0.0630452, 0.00360884, 0.0403072, 
0.473511, 70.0385, -0.00270176, 0.0631674, 0.00360728, 0.0403372, 
0.473641, 70.039, -0.00289528, 0.063295, 0.0036056, 0.0403322, 
0.473985, 70.0396, -0.00315262, 0.063404, 0.00360363, 0.040308, 
0.474559, 70.0402, -0.00353555, 0.0635231, 0.00360134, 0.0403128, 
0.474958, 70.0408, -0.00391025, 0.0636248, 0.00359897, 0.0403136, 
0.475558, 70.0415, -0.0043986, 0.0637319, 0.00359671, 0.0403843, 
0.476143, 70.0423, -0.00489741, 0.0638313, 0.00359465, 0.0404548, 
0.476587, 70.043, -0.00547966, 0.063925, 0.00359333, 0.0405465, 
0.477414, 70.0433, -0.00603107, 0.0640123, 0.00359231, 0.0406253, 
0.478081, 70.0435, -0.00648295, 0.0640752, 0.0035905, 0.0406455, 
0.478837, 70.0437, -0.00674929, 0.0641528, 0.00358851, 0.0406519, 
0.479334, 70.0441, -0.00714156, 0.0642362, 0.00358693, 0.0406394, 
0.479819, 70.0442, -0.0077234, 0.0643012, 0.00358512, 0.0406271, 
0.480176, 70.0445, -0.00794444, 0.0643199, 0.00358393, 0.0406317, 
0.480481, 70.0444, -0.00820058, 0.064364, 0.00358342, 0.0406406, 
0.480864, 70.0444, -0.0083838, 0.0644215, 0.00358286, 0.0406561, 
0.480772, 70.0442, -0.00858694, 0.0644928, 0.00358207, 0.0406638, 
0.480751, 70.0436, -0.00886182, 0.0645376, 0.00358141, 0.0406256, 
0.480273, 70.0434, -0.00900495, 0.0645663, 0.00358117, 0.040604, 
0.479806, 70.043, -0.0090473, 0.0646138, 0.00358154, 0.0405859, 
0.479484, 70.0426, -0.00921204, 0.0646942, 0.00358219, 0.0405674, 
0.479049, 70.0422, -0.00927519, 0.0647688, 0.00358264, 0.0405391, 
0.478451, 70.0412, -0.00944427, 0.0648536, 0.003582, 0.0404983, 
0.478034, 70.0397, -0.00976203, 0.0649596, 0.00358165, 0.0404907, 
0.477627, 70.0383, -0.0101752, 0.0650478, 0.00358153, 0.0404261, 
0.477351, 70.0366, -0.0107819, 0.0651456, 0.0035819, 0.0403928, 
0.477064, 70.0348, -0.0113847, 0.0652428, 0.00358245, 0.0403846, 
0.47701, 70.0332, -0.0118575, 0.0653685, 0.00358296, 0.0404351, 
0.476543, 70.0315, -0.0124878, 0.0654876, 0.00358358, 0.0403985, 
0.476237, 70.0296, -0.0129557, 0.0655869, 0.003584, 0.0404017, 
0.475625, 70.0278, -0.0133654, 0.0656878, 0.00358404, 0.0403653, 
0.47499, 70.0262, -0.0138076, 0.0657703, 0.00358379, 0.040331, 
0.474348, 70.0248, -0.0143101, 0.0658501, 0.00358356, 0.0403311, 
0.47411, 70.0233, -0.0148403, 0.0659212, 0.00358259, 0.0403351, 
0.473338, 70.0215, -0.0152801, 0.0660199, 0.00358141, 0.0403431, 
0.472958, 70.0196, -0.0157105, 0.0661323, 0.00358003, 0.0403422, 
0.472564, 70.018, -0.0161257, 0.0662535, 0.00357846, 0.0403727, 
0.471992, 70.0166, -0.0166868, 0.0663897, 0.00357742, 0.0404026, 
0.471491, 70.015, -0.017237, 0.0665193, 0.0035759, 0.0403883, 
0.471001, 70.0143, -0.017772, 0.0666913, 0.0035737, 0.0404058, 
0.470666, 70.0131, -0.0181602, 0.0668757, 0.00357095, 0.0404254, 
0.470374, 70.012, -0.0184408, 0.0670632, 0.00356833, 0.0404194, 
0.46953, 70.0108, -0.018911, 0.0672456, 0.00356545, 0.0404658, 
0.468706, 70.0097, -0.0193986, 0.0674073, 0.00356254, 0.0404658, 
0.467752, 70.0086, -0.019912, 0.0675759, 0.00355934, 0.0404862, 
0.46676, 70.0075, -0.0203774, 0.0677552, 0.00355644, 0.0405731, 
0.46579, 70.0063, -0.0206968, 0.0679288, 0.00355254, 0.0406355, 
0.464843, 70.005, -0.0210606, 0.0680966, 0.00354892, 0.040728, 
0.464053, 70.0034, -0.0215576, 0.068274, 0.00354536, 0.0408097, 
0.463409, 70.0021, -0.021936, 0.0684467, 0.00354227, 0.0408597, 
0.462733, 70.0006, -0.0225463, 0.0686133, 0.00353911, 0.0409821, 
